ID	lastname	firstnames	birth_date	birth_city_label	birth_city_id	personnal_information	profesionnal_information	comment
3598	MÈGE	Lucien, Bertrand	1808-04-17	Bayonne (Basses-Pyrénées)	26360	<p>Il est né à Bayonne le 17 avril 1808 ; son père était commis négociant. Il est ouvrier graveur.</p>		
3599	MÉGRET	Nicolas, Aimable	1809-07-02			<p>Il est né le 2 juillet 1809. Jusqu'en 1836, il enseigne plusieurs langues dans les maison d'éducation et il a été écrivain lithographe.</p>	<p>Depuis 1844, il est associé à Clare qui travaille sous son brevet, dans la société A. Mégret et H. Clare Saint-Allais.</p>	
3600	MEIRINIAC	Charles, Antoine, Louis, *Édouard	1824-03-05	Carcassonne (Aude)	3731	<p>Il est né le 5 mars 1824 à Carcassonne (Aude) ; son père était capitaine de gendarmerie, chevalier de la Légion d'honneur. Il est teneur de livres quand il épouse, en septembre 1856, la fille du fabricant d'abat-jour Tronel. Il est père de famille.</p>	<p>Il est associé avec son beau-père, et dès décembre 1857, se disant prêt à lui succéder, obtient l'autorisation de posséder trois presses à gaufrer des abat-jour et des étiquettes. Il succède à Jean Pierre Tronel, à la mort de celui-ci en mars 1858.</p>	
3601	MÉJEAT	Louis, François	1819-08-25	Rambervillers (Vosges)	35349	<p>Il est né à Rambervillers le 25 août 1819 ; son père était libraire, comme plusieurs générations avant lui, et vendait notamment des livrets de colportage, comme <em>L'anabaptiste ou le cultivatreur par expérience, almanach nouveau pour l'an de grâce ....</em>.(1811-1828).<br>Il meurt le 31 décembre 1873.</p>	"<p>Le 13 mai 1842, il reprend le brevet de libraire détenu  depuis 1838 par son frère qui poursuit son activité d'imprimeur sous le nom de Méjeat fils ou fils aîné. Louis François devient, peu de temps après, le premier lithographe à Rambervillers, puis obtient à son tour un brevet d'imprimeur en lettres le 31 août 1843. Cela lui permet d'imprimer (sous le nom de Méjeat jeune) et vendre une importante production d'abécédaires, de livrets d'éducation religieuse et de courts récits destinés à la jeunesse. Progressivement, la part de cette production destinée au colportage diminue, remplacée par des publications plus diversifiéees (discours, textes officiels...) Il autographie quelques textes <a href=""https://catalogue.bnf.fr/ark:/12148/cb312007103""><em>(</em></a><br> À sa mort, son fils Charles Victor Joseph Méjeat lui succède jusqu'en 1892 et poursuit cette évolution : bien que l'imprimerie ""Ch. Méjeat jeune"" imprime encore en 1880 <em>Le véritable messager vosgien, almanach intéressant, instructif et utile,</em> elle travaille aussi pour les sociétés savantes locales et publie des ouvrages de médecine, de droit, d'histoire.</p>"	E. P., 14/05/2021
3602	MÉJEAT	Charles, Victor, Joseph					<p>Il prend la succession de son père comme libraire, typographe et lithographe.</p>	
3603	MELIN	*Vital, Jean-Baptiste	1826-03-16	Paris	30798	<p>Il est né le 16 mars 1826 à Paris. Il est marié et père de famille.</p>	<p>Il est installé fabricant de chromos et d'étiquettes et veut pouvoir les imprimer.</p>	
3604	MELLINET-MALASSIS	François, Camille	1795-01-28	Nantes (Loire-inférieure)	17082	"<p>Il est né le 28 janvier 1795 à Nantes dans une famille d'imprimeurs libraires du côté maternel ; après avoir divorcé, son père est parti pour mener une carrière militaire aventureuse et sa mère a pris la direction de l'imprimerie qu'elle avait héritée de sa mère ; pour marquer la continuité, son nom de jeune fille, Malassis, a été joint  à celui de son mari. Après ses études au collège impérial de Nantes, Camille Mellinet entre dans l'imprimerie pour seconder sa mère  qui emploie huit ouvriers sur quatre presses. En 1820, elle lui cède l'entreprise en échange d'une rente pour elle et son fils cadet. Sous la monarchie de Juillet, il est capitaine de la Garde nationale et membre du conseil municipal. Il est aussi membre de plusieurs sociétés savantes et notamment président de la Société académique de Nantes. Il écrit <a href=""http://gallica.bnf.fr/Search?ArianeWireIndex=index&lang=FR&q=mellinet%2C+camille&x=0&y=0&p=1&f_creator=mellinet%2C+camille+%281795-1843%29"" target=""_blank"">plusieurs ouvrages</a> sur divers sujets dont le plus important est  <em>La Commune et la milice de Nantes, </em>étude en 12 volumes publiés de 1839 à 1843. Il participe aussi activement à la rédaction des journaux qu'il imprime : le<em> Journal de Nantes et de la Loire-inférieure,  </em>héritier du <em>Journal du département </em>fondé par son grand-père en 1797, et qui absorbera <em>Le Breton  </em>(1826-1828), mais s'arrêtera en 1830 ; une revue d'informations culturelles qui se donne pour mission de valoriser le patrimoine breton,  <em>Le Lycée armoricain</em> (1823-1830),  <em>La Lyre armoricaine</em>  (1826-1827),  <em>La Revue de l'Ouest  </em>(1829-1830) qui se fondra dans <em>Le Lycée</em>. Il meurt le 8 août 1843.</p>"	"<p>Bien que sa mère soit à ses côtés dans l'imprimerie, c'est à son nom qu'ont été faites les demandes de brevet. Il reçoit donc un brevet d'imprimeur en lettres le 8 août 1816 et un brevet de libraire le 18 juillet 1818. Depuis 1813, l'imprimerie Mellinet-Malassis possède une presse pour la taille douce et acquiert dès 1819 une presse lithographique ; il demande alors à l'administration s'il doit obtenir un brevet ; n'en faisant pas un usage commercial, il sursoit, jusqu'à ce qu'on lui enjoigne, en 1823, de le faire à l'occasion du dépôt d'un ""Lancier et son cheval"" d'après Vernet, même si l'estampe n'est pas destinée à la vente. Le rapport du Préfet signale que ""le pétitionnaire possède le plus bel établissement d'imprimerie qui existe à Nantes. Il en sort chaque année des travaux importants sur la littérature, les arts et les antiquités. Sous ce rapport, il mérite d'être encouragé. Comme éditeur du <em>Journal du départemen</em>t, on n'a qu'à se louer  de la sagesse de ses principes et de la direction  qu'il cherche à donner à l'esprit public. Il est le seul de cette ville qui se soit livré au travail de la lithographie ; après des essais longs et dispendieux, il a atteint le but qu'il s'était proposé."" Il obtient donc son brevet et il est le seul jusqu'en 1829 à pratiquer la lithographie à Nantes. Imprimeur attitré de l'évêché et de la préfecture, il a les faveurs de l'administration d'autant qu'il ""neutralise avec  son journal du département  les funestes effets de la feuille révolutionnaire du sieur Mangin qui a pour titre <em>L'Ami de la Charte"". </em>Il semble surtout qu'il ait choisi la modération, indépendamment de ses convictions personnelles.<em> </em>L'imprimerie a pris un très grand développement puisqu'elle compte au début de la monarchie de Juillet 69 ouvriers. De ses presses sortent des ouvrages religieux mais aussi littéraires pour une part importante, des travaux d'histoire et de géographie, des almanachs... Outre les revues qu'il anime, Camille Mellinet imprime aussi les revues de sociétés savantes locales. Enfin, sa librairie à laquelle est jointe un cabinet de lecture est l'une des rares en Bretagne à offrir un choix d'éditions parisiennes récentes. La lithographie est mise à contribution pour les illustrations des livres et des revues qu'il imprime, notamment<a href=""http://gallica.bnf.fr/ark:/12148/cb32809940x/date.r=lycee+armoricain.langFR"" target=""_blank""> <em>Le Lycée armoricain</em></a>.<br>Après la mort de Camille Mellinet, la direction de l'entreprise est assumée par sa veuve puis, à partir de 1884,  par sa fille Lucie, secondée à partir de 1900 par son beau-frère Jules Biroché. La raison sociale devint ""Imprimerie veuve Mellinet"",  puis ""L. Mellinet et cie, successeurs"", enfin ""Imprimerie Jules Biroché et Pierre Dautais"". Devenue ""Ancienne imprimerie Mellinet"", elle ferme ses portes en 1982.</p>"	
3605	MELOT, veuve CHEVALLIER	Marie, Victoire, Félicité	1789-12-25	Paris	30798	<p>Elle est née à Paris le 25 décembre 1789 ; son père était pharmacien. Elle a épousé Constant Chevallier dont elle dit avoir financé sur sa dot l'installation comme lithographe à Beauvais. Elle est mère d'un enfant.</p>	<p>Elle supplée son mari durant les deux ans de sa maladie  et reprend, après sa mort, le brevet et l'entreprise qu'elle gère en s'appuyant sur son prote, Cochefert. Elle emploie plusieurs ouvriers et travaille pour les administrations locales. En 1834, elle se retire et vend l'imprimerie à Cochefert.</p>	
3606	MÉLOTTE	*Jules, Michel, Isidore	1826-04-17	Regny (Aisne)	16563	"<p>Il est né le 17 avril 1826 à Regny (Aisne). Il est dessinateur lithographe de formation. Il est franc-maçon. De juillet 1848 à fin 1849, il a fait partie du club socialiste de Saint-Quentin. Il a témoigné dans le procès devant la cour d'assises de l'Aisne, ""de socialistes exaltés, ses amis politiques,  [... ] accusés d'avoir tenu publiquement des discours anarchiques et des propos outrageants pour le Prince-Président, et d'avoir excité  les citoyens à la haine des uns contre les autres"", à décharge selon la police, à charge selon lui. Le préfet reconnaît que, depuis la condamnation de ses amis, et son mariage, il mène ""une vie très calme"". == Il est né le 17 avril 1826 à Regny (Aisne). Il est marié et père de famille.</p>"	"<p>Il a demandé un brevet par création en 1852, puis par transfert en 1853 ; la direction de la Librairie les lui a refusés les 25 octobre 1852 et 11 février 1853, à cause ""de ses antécédents politiques"". Il renouvelle sa demande ""en des termes qui indiquent le plus profond repentir de sa conduite passée"" : il avait été entrainé par les idées libérales en 1848, mais ""déabusé bientôt  par les résultats même de la révolution, un retour sincère s'est opéré dans [ses] opinions.""  Le préfet de l'Aisne ayant jugé ce repentir sincère, il est breveté.<br>Il sera breveté pour Paris en 1866. == Il était breveté lithographe à Saint-Quentin (Aisne). Après avoir cédé ce brevet, il est venu à Paris où il travaille comme dessinateur lithographe. Il obtient de reprendre le brevet de Ravellu qui avait été annulé, mais l'administration reconnaît que c'était une erreur.</p>"	
3607	MENARD	J.					<p>Il a une librairie-papeterie à Saint-Étienne, et ouvre une succursale à Firminy. Il déclare y posséder une presse typographique  le 13 décembre 1873.</p>	
3608	MÉNARD	Henry, Cyprien	1825-07-13	Sepmes (Indre-et-Loire)	14653	<p>Il est né le 13 juillet 1825 à Sepmes (Indre-et-Loire) où son père était percepteur des contributions directes. Il est écrivain dessinateur lithographe. Depuis 1844, il a travaillé chez Martineau puis chez Lecesne.</p>	<p>Il a demandé un brevet de libraire en même temps que son brevet de lithographe mais ne l'a pas obtenu, le nombre des libraires ayant été jugé suffisant. Il fait de mauvaises affaires et quitte la ville. Son brevet de lithographe est annulé.</p>	
3609	MENDÈS	*Armand, Marie, Oscar	1817-02-13	Bordeaux (Gironde)	12988	<p>Il est né le 13 février 1817 à Bordeaux (Gironde) ;  son père était marchand.</p>	"<p>Il a travaillé 7 ans comme ouvrier lithographe chez Potot, fabricant de papiers pour confiseurs. Une première demande par création est rejetée le 30 septembre 1850. Gaillard soutient sa candidature au transfert du brevet de Suchet car ""ce sera substituer un homme laborieux à un incapable qui sort de Bicêtre"". Mendès se propose de faire des enveloppes de sucre de pommes et des étiquettes de parfumerie. Un ami de sa famille doit l'aider financièrement à acquérir le matériel de Dupuy.<br>Son successeur serait Louis Léon Honoré Bertou (pas de dossier).</p>"	
3610	MENDOUZE	Barthélémy, Louis	1773-10-15	Paris	30798	"<p>Il est né le 15 octobre 1773  à Paris. Son père était orfèvre, fabricant de boucles d'argent ; il aurait été, selon un autre rapport, ""victime de la Révolution"", exécuté en 1794, pour avoir été secrétaire d'ambassade à Londres et chef du bureau des fonds avant la Révolution... Sa mère était propriétaire de la maison de Passy. En 1824, il est dessinateur et peintre en miniatures. Il a illustré les éditions récentes de l'<em>Enéide,</em> des<em> <a href=""https://catalogue.bnf.fr/ark:/12148/cb304897584"">Amours de Camoëns </a></em>et l'édition Gosselin des <em>Méditations </em>de Lamartine (1823).<br>Il meurt le 2 mars 1852<em><a href=""https://catalogue.bnf.fr/ark:/12148/cb304897584"">.</a></em><br></p>"	<p>Il a fait une première demande en 1824, justifiée par le désir d'imprimer ses propres dessins, mais il lui a été répondu que le nombre de lithographes était suffisant. Il profite du changement de gouvernement avec l'arrivée de Martignac et du comte Siméon pour renouveler sa demande dans une lettre très argumentée. La direction de la Librairie demande l'avis du préfet de Police ; celui-ci ne s'oppose pas à l'augmentation du nombre des lithographes et  fait un rapport très favorable à Mendouze (et à Ardit), s'appuyant sur la recommandation du duc de Plaisance et soulignant ses talents de dessinateur.<br>Le 7 octobre 1829,  il est autorisé à transporter une presse chez le dessinateur  et peintre Weber pour l'impression d'un dessin de grande dimension représentant la mort d'Henri IV. Il a une production très variée : série légère des  Genres parisiens, professions féminines dessinées par Philipon (1829-1830), ou coquine des lithographies à volets de la série Viveurs, noceurs, libertins... ; reproductions de tableaux  ; estampes politiques...<br>Il cède son brevet à Brioude qui travaille depuis longtemps chez lui.</p>	
3611	MENESSON	Antoine, Charles, Philippe		Neufchâtel (Aisne)	948	<p>Né à Neufchâtel dans l'Aisne. Son père était notaire.</p>	<p>Il reprend les trois brevets de Leblan-Courtois et publie un journal local.</p>	
3612	MENET	Henry	1790-10-05	Le Blanchon (Ardèche)	2217	<p>Il est né le 5 octobre 1790 au Blanchon (Ardèche). Entré à Saint-Cyr en 1809, il a fait la campagne de Russie et la campagne de France ; il est décoré de la Légion d'honneur le 27 janvier 1815.</p>	<p>Marchand papetier, il exploite depuis trois ans cinq presses sous le brevet de Halbout qui y  travaille comme ouvrier en échange d'une redevance mensuelle. L'inspecteur Gaillard lui fait sommation de prendre un brevet à son nom le 5 octobre 1850.</p>	
3613	MENET	Henry				<p>Il est agent de change.</p>	"<p>Il utilise une presse autographique pour imprimer ""les cotes de la Bourse et divers travaux de bureau"".</p>"	
3614	MENU abbé						<p>Il déclare acquérir une presse lithographique pour son usage personnel.</p>	
3615	MENUT	Léon, Théophile, Albert	1843-05-23	Vallon (Ardèche)	35952	<p>Il est né à Vallon (Ardèche) le 23 mai 1843.</p>	<p>Il est imprimeur typographe et lithographe.</p>	
3616	MÉOT, veuve DALLEMAGNE	Anne, Sophie	1809-10-12	Paris	30798	<p>Elle est née le 12 octobre 1809 à Paris. Son mari Isaac Vinard Dallemagne  (2 mars 1805-9 mars 1862), épousé en 1832, a été breveté lithographe le 18 mars 1834 et imprimeur en taille-douce le 14 juillet 1852. Il la laisse veuve avec 4 enfants dont une fille mineure.</p>	<p>Elle est brevetée imprimeur en taille-douce en même temps que lithographe, reprenant les brevets de son mari. Elle exploite ces deux brevets avec ses fils.</p>	
3617	MÉRANTIER	Pierre, Hyacinthe	1812-08-31	Vimoutiers (Oise)	24891	<p>Il est né le 31 août 1812 à Vimoutiers (Oise) ; son père était maréchal des logis. Il a été clerc d'huissier, puis agent d'affaires, impliqué dans une banqueroute frauduleuse et placé sous mandat d'arrêt  le 11 décembre 1840, mais immédiatement relâché, ce qui prouve qu'il n'avait aucune responsabilité dans cette affaire. Il tient un magasin de papiers fantaisie, pour étiquettes et cartonnages.</p>	<p>Il a acheté l'établissement de Berle, le 30 avril 1843 pour 24 000 F rue Transnonain. Sa spécialité est le papier pour éventails, impression en or et argent et cartonnages fins.</p>	
3618	MERCADIER	Jean, *François	1797-07-02	Toulouse (Haute-Garonne)	12425	<p>Il est né le 2 juillet 1797 à Toulouse ; son père était graveur. Il est le frère de Jean-Baptiste Joseph Mercadier, dit Mercadier aîné.</p>	"<p>Il est graveur et propose aux amateurs un choix de médailles commémoratives et de jetons et médailles de mariage à graver avant  de posséder son imprimerie en taille-douce à partir de 1827 ; il souhaite avoir un brevet de lithographe à cause de la concurrence que lui fait ce nouveau procédé. Il a déjà souvent travaillé avec le lithographe Gantier dont il reprend finalement le brevet. Il est associé au graveur Delor.<br>Comme son frère aîné, il est à la fois graveur et, à partir de 1833, lithographe. Le rapport de l'Exposition des produits des Beaux-arts et de l'Industrie de 1835 constate que sa production ne se distingue guère de celle de son frère, partitions musicales exceptées : cachets et cartes de visite gravés, vignettes lithographiées, et les juge ""frères en talent et en industrie"". C'est néanmoins son talent de graveur qui est récompensé en 1840 par une médaille d'argent de l'Exposition des produits des Beaux-arts. Il est aussi présent au Salon de 1845.<br>En 1840, il est victime d'un escroc espagnol qui lui fait imprimer de faux titres au porteur en lui faisant miroiter le monopole des impressions financières de la couronne d'Espagne ; accusé de complicité, il est incarcéré mais sa bonne foi est reconnue et il est innocenté par le <a href=""https://rosalis.bibliotheque.toulouse.fr/?a=d&d=PJOUTOU18400812-B315556101-JOUTOU-1840-08-12.1.2&e=fr-20--1--txt-mercadier------TE--0--19--"">jugement du 8 août 1840</a>.</p>"	
3619	MERCADIER	Jean-Baptiste, Joseph*	1793-06-04	Toulouse (Haute-Garonne)	12425	"<p>Il est né de mère inconnue le 8 juillet 1793 à Toulouse ; son père était graveur. Graveur lui-même, il a exposé à l'Exposition des produits des Beaux-arts et et de l'Industrie en 1827 et , en 1829, il reçoit une médaille de bronze car ""il se distingue par une manière habile et élégante de graver les cachets"". Son frère cadet sera aussi  graveur et lithographe.<br>Il meurt le 12 juin 1866 à Paris.</p>"	"<p>Il demande un brevet de lithographe pour faire des travaux de ville, mais sa demande est rejetée en avril 1832 car le rapport de police lui reproche d'avoir professé ""des principes  politiques très exaltés et contraires au gouvernement"". Il doit produire un certificat signé par 17 officiers et sous-officiers de la Garde nationales attestant que c'est faux. Néanmoins, en 1854, alors que Marquès, un de ses anciens ouvriers demande un brevet, l'enquête l'accuse encore d'être ""d'une grande immoralité, d'une probité fort équivoque"" et d'appartenir ""à une fraction du parti légitimiste dangereuse par son exaltation"".<br>Breveté lithographe en 1833, il continue à graver des cachets et des cartes de visite, mais il lithographie désormais des têtes de factures, et des vignettes ; il imprime un plan de Toulouse, annoncé dès janvier 1838 dans le<em> Journal de Toulouse.</em> Sa production est très proche de celle de son frère et le jury de l'Exposition des produits des Beaux-arts et de l'Industrie écrit en 1845 : ""Toulouse compte ces deux frères parmi ses lithographes les plus distingués. Ils ont formé par leurs exemples comme par leurs leçons un grand nombre d'excellents élèves"". Toutefois, ce sont ses talents de graveur qui lui valent, comme à son frère,  une médaille d'argent à l'Exposition de 1840.<br>En 1849, il est à la recherche ""d'un élève déjà formé et qui voudrait se perfectionner afin de prendre la continuation de ses affaires comme successeur"", offrant de rester avec lui un couple d'années, et passe une annonce dans le <em>Journal de Toulouse </em>(24 août 1849). Il est toujours en activité en 1853. Son brevet est annulé en 1860 pour cause d'inexploitation.</p>"	
3620	MERCEREAU	Charles, Alphonse	1822-12-10	Rochefort (Charente-maritime)	30393	<p>Il est né le 10 décembre 1822  à Rochefort où son père était sous-inspecteur de la marine en retraite. Il est artiste peintre.</p>		
3621	MERCIER	Jean-Baptiste, Benoni				<p>Il est âgé de 25 ans quand il épouse, le 24 septembre 1843, Marie Gabrielle Fouju. Il meurt à Chartres le 7 octobre 1867.</p>	"<p>Breveté et installé à Chartres depuis deux ans, il échange son brevet avec Jacques Damase Lange. En 1853, il fait une demande brevet de libraire  à nouveau pour Chartres. == Le 24 novembre 1842, Mercier officialise son acquisition de l’imprimerie lithographique de Dolléans, en faillite, par cette annonce du <em>Glaneur</em> : « Mercier, successeur de M. Dolléans, imprimeur-lithographe, rue Saint-Michel, à Chartres, prévient tous les commerçants qui ont des compositions de factures, billets, etc., qu’il conservera leurs pierres, et qu’ils n’auront à l’avenir que les tirages à payer. Il se charge aussi, comme le faisait son prédécesseur, des impressions d’affiches pour notaires, et des cartes de visite. » Dès l'obtention de son brevet, il annonce dans <em>Le Glaneur </em>la publication des trois premières livraisons des <em>Vues pittoresques d'Eure-et-Loir</em>, soit douze lithographies ""confiées au crayon de M. Léopold Leprince"", sans doute préparées par son prédécesseur Dolléans. En juin 1845, il décide d'échanger son brevet avec celui de Lange à Orléans.<br>Il revient ensuite s'établir à Chartres,  après avoir repris le 30 août 1853 le brevet du libraire Louis René Hébert. La librairie Mercier-Fouju fait aussi le commerce de la papeterie et prend la commission ""d'impressions en tout genre"" qu'elle fera exécuter par d'autres imprimeurs.<br>Après sa mort, sa veuve poursuit cette activité de librairie  papeterie.</p>"	
3622	MERCIER	*Charles, Joseph, Tranquille	1808-11-30	Meaulte (Somme)	33118	<p>Il est né le 30 novembre 1808 à Meaulte (Somme) ; son père était ménager. Il est marié et père de famille.</p>	"<p>Il était marchand papetier au 10, rue Saint-Martin et a fait faillite, à la suite de la hausse du papier pour lequel il avait remporté une adjudication de fourniture du ministère de la Guerre ; il a pris des arrangements avec ses créanciers ""qui ont mis sa probité à l'abri de toute suspicion"" : il a remboursé 50% de ses dettes avec l'aide de ses frères. Voyant la mauvaise tournure de ses affaires, sa femme s'est mise à l'autographie et fournit des registres à quelques d'industriels. Il compte installer une ou deux presses chez lui et travailler pour les relations qu'il s'est faites dans son commerce de papetier.</p>"	Revu E. P., 12/09/2020.
3623	MERCIER	François, Joseph, *Émile	1833-11-03	Choisy-le-Roi (Seine)	36348	<p>Il est né le 3 novembre 1833 à Choisy-le-Roi (Seine). Il est célibataire.</p>	<p>Il a été ouvrier lithographe, mais aussi dessinateur et écrivain chez Collet pendant 13 ans.</p>	
3624	MERCIER	Nicolas	1812-04-08	Poinson-lès-Grancey (Haute-Marne)	20270	<p>Il est né le 8 avril 1812 à Poinson-lès-Grancey (Haute-Marne) ; son père était tisserand.</p>	<p>Il a travaillé 12 ans comme ouvrier lithographe chez Langlumé, chez Raverot à Tours, puis chez Delaunay (pour 5 francs par jour). Il veut faire imprimer des dessins pour les marchands d'estampes. Il semble qu'il ait abandonné la lithographie, vendu son matériel à Jacquet  qui avait été breveté à Marseille, et qu'il soit devenu garçon épicier. Il a gardé son brevet. En août  1855, il annonce qu'il a transféré son imprimerie rue Geoffroy-l'Angevin où il exerce. Toutefois, en 1856, il est dénoncé pour louer son imprimerie et son brevet à un nommé Lermurier qui ne pourrait obtenir un brevet en raison de sa vie privée et d'un mauvais dossier militaire dans la compagnie de discipline d'Afrique.</p>	
3625	MERCIER	Jean, Antoine	1822-02-16	Paris	30798	"<p>Il est né le 16 février 1822 à Paris. Son père était boulanger. Il  travaille comme lithographe depuis l'âge de 15 ans à Amiens, Paris (chez Schlatter) et Caen, tout en poursuivant son instruction. Après 18 mois passés chez Péreau, celui-ci ""a voulu lui vendre  8 000 f , c'est-à-dire beaucoup trop cher un établissement composé de quatre presses en mauvais état, et ne  faisant pas ses affaires"" ; son père n'a pas voulu consentir à ce traité. Il est donc revenu travailler chez Lebossé à Paris et projette de s'installer avec deux presses grâce à l'avance d'hoirie que lui ferait son père. Encore faut-il qu'il obtienne un brevet ; sa demande en 1844 est rejetée en raison d'une trop forte concurrence. Finalement, il rachète à Péreau, pour 7 000 F, 4 presses lithographiques, une presse à presser, 3 pierres grand Jesus, 5 pierres Couronne, 5 pierres Raisin et une centaine de pierres de plus petit format.</p>"	"<p>Il est condamné le 6 mai 1854 à 5 000 F d'amende  pour défaut de dépot  et de déclaration de lettres outrageantes pour le président du tribunal de Caen et pour tout le tribunal. L'auteur en est ""une dame trop connue pour ses excentricités"" qui est sous le coup de poursuites tendant à son interdiction. L'amende est donc ramenée à 500 F. Le Préfet note que Mercier ""appartient à cette catégorie d'ouvriers  dont les sympathies sont acquises au gouvernement républicain, mais il faut reconnaître que sa conduite n'a jamais fait l'objet d'aucun reproche sérieux.""</p>"	Est joint un état très détaillé du matériel et du mobilier de l'imprimerie achetés à Péreau.
3626	MERCIER-VACHON	Jacques	1842-09-18	Bar-le-Duc (Meuse)	21269	<p>Il est lithographe depuis 1857.</p>		
3627	MERCKEL	Benjamin, *Eugène	1844-01-26			<p>Il est né le 26 janvier 1844 ; ses parents étant très pauvres, il a été élevé au patronage de Notre-Dame-de-Grâce. Il est propriétaire de la maison d ela rue des Marguerites où il compte installer son imprimerie.</p>	<p>Il a été employé 11 ans chez  Bosc.</p>	
3628	MÉRET	Gervais, Joseph	1825-05-11	Courgains (Sarthe)	29923	<p>Il est né le 11 mai 1825 à Courgains (Sarthe) ; son père était maréchal ferrant. Il a d'abord été clerc de notaire, puis libraire.</p>	<p>Il a obtenu son brevet de libraire le 19 octobre 1854 et le cède le 26 septembre 1863.</p>	
3629	MERGLÉ	B.				<p>Il se dit graveur lithographe.</p>	<p>Il pratique la typographie et la lithographie.</p>	
3630	MÉRIEUX	Michel, Louis	1829-11-17	Reims (Marne)	19762	<p>Il est né le 17 novembre 1829 à Reims; son père était fabricant. Il a pris un remplaçant pour  le service militaire.</p>	<p>Il obtient un brevet de libraire le 26 mai 1853, puis il reprend l'imprimerie et le brevet de Maréchal. A sa mort, il est remplacé par Jules Isidore Martin.</p>	
3631	MÉROT	Louis, Achille	1828-04-23	Alençon (Orne)	24392	<p>Il est né le 23 avril 1828 à Alençon (Orne) ; son père était propriétaire. Il a épousé la fille de l'imprimeur Redenez qui emploie plus de 40 ouvriers et fait des imprimés administratifs pour toute la France. Il a travaillé cinq mois chez son beau-père avant de faire sa demande de brevet pour la typographie.</p>	<p>Il obtient son brevet d'imprimeur en lettres le 29 novembre 1860 et son beau-père investit dans son imprimerie l'équivalent de la dot de sa fille. Le Préfet a favorisé l'attribution de ce brevet en faisant valoir les services rendus par le beau-père et le partage du travail avec son gendre : il lui cèderait les ouvrages de ville et l'impression du journal <em>Le Propagateur picard.</em> Même si l'installation d'un nouvel imprimeur n'est pas indispensable à Montdidier, au moins n'y aura-t-il pas véritable concurrence.</p>	
3632	MERSON	Charles, Victor, Ernest	1819-11-04	Fontenay-le-Comte (Vendée)	34313	<p>Il est né le 4 novembre 1819 à Fontenay-le-Comte ; son père était alors avoué. Il a toujours travaillé dans l'imprimerie familiale. Il a reçu une médaille d'argent à l'Exposition des produits de l'industrie nantaise de 1837 pour une édition de l'<em>Illiade</em> en grec.</p>	<p>Il reçoit le même jour les brevets de lithographe et de typographe que lui transmet sa mère.</p>	
3633	MERVILLE	Louis, Joseph	1817-03-24	Paris	30798	<p>Il est né le 24 mars 1817 à Paris ; son père était bijoutier. Il est écrivain dessinateur. Il a appris la lithographie chez Desmadryl, imprimeur lithographe au Dépôt général de la guerre. Puis il a travaillé chez des imprimeurs de diverses villes de France et notamment chez Bénard. Il compte sur sa mère et ses cousins, papetiers  fournisseurs de plusieurs ministères pour l'aider dans son installation. Il meurt en 1863.</p>	<p>Il a anticipé l'obtention de son brevet en achetant, en septembre, à la vente aux enchères du matériel de Cornet, une presse. Les scellés sont apposés en attendant. Il fait des travaux de ville (</p>	Revu E. P., 13/09/2020.
3634	MERVILLE	Philippe, *Louis	1820-05-02	Paris	30798	<p>Il est né le 2 mai 1820 à Paris. Il est marié et père de famille. Il paie un loyer de 600 F pour son magasin.</p>	<p>Il est papetier, autorisé depuis 1861 à vendre des paroissiens. Il veut pouvoir faire des cartes de visite et des papiers à en-tête. Il exploitera une ou deux presses Lecoq. Il est l'un des derniers brevetés avant la chute de l'Empire.</p>	Revu E. P., 14/09/2020.
3635	MERYON	Charles	1821-11-23	Paris	30798	<p>Né le 23 novembre 1821 à Paris, il meurt le 13 février 1868 à Saint-Maur des Fossés.</p>	<p>Il est également dessinateur et graveur, breveté taille-doucier en 1853.</p>	
3636	MESSAN, veuve OLIVE	Marie, Françoise, Justine	1804-03-08	Marseille (Bouches-du-Rhône)	4459	<p>Elle est née le 8 mars 1804 à Marseille où son père était peseur public. À la mort de son mari,  en juin 1851, elle a cinq enfants encore mineurs.</p>	<p>Elle ne réclame pas immédiatement le transfert des brevets de son mari, considérant qu'ils lui reviennent de droit, puis juge plus prudent de faire la demande. Elle poursuit son activité antérieure d'imprimeur de l'Evêché, publiant aussi quelques ouvrages historiques et littéraires. Elle imprime aussi la <em>Gazette du Midi.</em></p>	
3637	MESTÉ	Eugène	1847-08-29	Chaniers (Charente-inférieure)	5977		<p>Il ouvre un atelier lithographique.</p>	
